IMU1_GyroX_Mean,IMU1_GyroX_StdDev,IMU1_GyroX_RMS,IMU1_GyroX_Amp,IMU1_GyroY_Mean,IMU1_GyroY_StdDev,IMU1_GyroY_RMS,IMU1_GyroY_Amp,IMU1_GyroZ_Mean,IMU1_GyroZ_StdDev,IMU1_GyroZ_RMS,IMU1_GyroZ_Amp,IMU1_AccX_Mean,IMU1_AccX_StdDev,IMU1_AccX_RMS,IMU1_AccX_Amp,IMU1_AccY_Mean,IMU1_AccY_StdDev,IMU1_AccY_RMS,IMU1_AccY_Amp,IMU1_AccZ_Mean,IMU1_AccZ_StdDev,IMU1_AccZ_RMS,IMU1_AccZ_Amp,IMU2_GyroX_Mean,IMU2_GyroX_StdDev,IMU2_GyroX_RMS,IMU2_GyroX_Amp,IMU2_GyroY_Mean,IMU2_GyroY_StdDev,IMU2_GyroY_RMS,IMU2_GyroY_Amp,IMU2_GyroZ_Mean,IMU2_GyroZ_StdDev,IMU2_GyroZ_RMS,IMU2_GyroZ_Amp,IMU2_AccX_Mean,IMU2_AccX_StdDev,IMU2_AccX_RMS,IMU2_AccX_Amp,IMU2_AccY_Mean,IMU2_AccY_StdDev,IMU2_AccY_RMS,IMU2_AccY_Amp,IMU2_AccZ_Mean,IMU2_AccZ_StdDev,IMU2_AccZ_RMS,IMU2_AccZ_Amp,OFS_FIB_Mean,OFS_FIB_StdDev,OFS_FIB_RMS,OFS_FIB_ROM,OFS_FIB_tnorm,OFS_FIB_MNF,OFS_FIB_MDF,OFS_FIB_IMNF,EMG_EMG_Mean,EMG_EMG_StdDev,EMG_EMG_RMS,EMG_EMG_Amp,EMG_EMG_MNF,EMG_EMG_MDF,EMG_EMG_IMNF,Fatigue_level,Subject
-9687.94802842191,7819.88330598922,7827.34229493312,7934.86315886278,5381.43104026354,9295.1317223049,9301.64343972947,9367.58659771129,285.614784397734,5035.97941404535,4910.6479128015,4882.96525829507,41.864988770159,156.659141228889,135.350469488521,339.286792669175,82.063346890349,410.282148208035,348.292593030867,765.792069855795,124.191276796361,573.548415247534,498.028564029111,1023.6238735849,-282.154940022363,550.618068268789,550.872742575424,776.094041267506,-499.51985136155,757.301170931387,757.821777646738,758.494367216855,153.47910348419,735.518156137639,735.762753536485,657.854542947513,87.586079413553,101.827102995292,98.0034185978637,139.040875688916,64.415237723485,221.497770299377,200.971514827423,312.733201116004,104.468230881462,129.316075851777,123.444626445662,189.656857494779,137.607462959576,16249.7479917561,1160.9002374456,1310.67418452076,14565.4017510508,0.173609715934505,0.189721206197562,0.847667249690504,1543.79344215318,2837.97668487883,1727.46672484491,2400.27034078256,0.610674437383435,0.215972243701418,7.27049490329014,1,1
4602.99879816675,10855.9446225931,10868.6476285475,9974.62431978694,-1557.19360896503,10325.1220348613,10330.3301323523,9901.84149427818,627.433808518566,5780.43654637613,5636.84954473879,5423.62618969975,49.8950173392945,164.084596615429,142.399064758013,329.940566055763,94.8519552775129,435.360095744076,370.13347562504,785.245201961895,99.2060170777081,587.052101674086,507.900093642378,1141.09280772231,330.097837259097,649.085745994383,649.409601632525,908.978124684142,-439.77835011146,955.757709562217,956.387509018556,961.170274815283,-276.812024805914,764.388079525303,764.617681086862,730.98208060037,86.7566916989473,100.618271189258,96.8985357334141,146.719228413964,51.3980368385525,287.657794185882,259.155598549523,380.355642206459,102.734191514894,147.701056948112,137.545857294549,217.408825577037,135.064935064935,16574.4222010381,1196.082889486,1347.44643943511,14498.0578462418,0.164532551209751,0.192407560094418,0.850561973734349,2098.45984431977,2469.08605267996,2140.79145389085,2386.70427004646,0.239382435213562,0.174471527294742,7.3866113476361,1,1
-15860.3426358848,14121.1156400108,14154.2206390426,11201.7188035209,-26959.8348582879,10941.4272040163,10986.4871713047,10386.9834397007,-331.286709173267,6037.83395055665,5887.27675810555,5655.87645778412,72.8751380521604,173.359763937492,152.698058072037,339.482102929652,81.6345588229028,456.016280883108,386.604944771093,782.583628947054,155.454233146232,708.064875094096,614.702542099959,1536.35520198981,22.9149415472061,721.620388389724,722.16693447648,1010.28755244666,3073.09277486937,1184.77567655258,1190.02365321178,1110.1451028328,-184.429105983439,845.433085879583,845.650619144671,799.798174707736,83.2878327826733,97.0242469085163,93.3446996395615,151.140538885489,36.855214840724,327.230580548651,294.132059895832,451.053816935022,84.0009794855933,157.251927590914,142.168444384653,250.577036362663,133.875983171758,16978.8891118573,1198.04064601494,1356.25179061219,14660.0457205285,0.162700131463995,0.196092881137574,0.846353164262006,2394.59670623042,3217.85488527611,2494.74241409151,2907.18615948397,0.252205828248117,0.185429008491383,7.3862415023861,1,1
-1275.46872348401,12446.7327439376,12490.5759347712,10431.0892316228,-6427.69049132839,13685.3387303508,13737.10057597,12449.0069047095,-827.144228969857,4995.72670079265,4872.81312183757,5316.49693343283,71.6452222379126,200.390302084242,175.136217039706,388.098304890401,75.6292843881515,464.641661404986,393.349062015335,780.423024985483,197.09318639341,947.781449770905,822.050759582266,2031.05994058254,678.116427035144,898.234411569802,899.718229314999,1215.52270950456,1428.09053318369,1460.82240166593,1466.20018071809,1317.37848009851,-427.479848574068,1006.40272543922,1006.71417933898,924.193587566553,87.9766438489043,99.1786071105855,96.1711591909596,158.895820575631,67.3071279902137,407.862145786789,367.370243583687,623.217587145791,81.1199548006053,160.040865345445,143.88938402355,298.215337653297,129.668922626669,18336.6066017353,1308.7551409776,1477.90879603479,15697.4165614822,0.161861542848241,0.201249602638365,0.844012040779796,2076.34833018257,3263.92788361926,2232.31323780874,3031.24892756839,0.717401107647578,0.197469878840215,7.71554026720886,1,1
2706.78201476893,9728.74580622922,9755.83653522404,8906.12402507562,-11956.5859318431,16723.7700698144,16758.5485001172,14369.0148272447,119.943936097416,4416.67750237779,4307.93506974192,5047.74356609985,54.7879793314059,249.893357226705,215.028521732858,465.344850650719,70.3378650231742,442.694424112708,374.663976560163,764.372424312394,196.146362564937,1062.09969371083,919.630968761344,2139.28856953918,-56.6690205563452,1264.04671330095,1265.54765857461,1594.86421883411,988.049383649699,1844.64927338035,1846.95398440631,1541.85933851389,997.6370294208,1380.2513089964,1381.7471436665,1208.00218665182,87.1087720419292,109.5038921032,103.764344202445,168.363058787511,55.9070244923671,485.013231982052,436.234636142053,773.004134592769,88.7305577114103,175.840222701343,157.982642704497,322.292882771918,130.985915492958,18991.0206321584,1325.04508694955,1503.83923124876,15494.3657608869,0.163125329532795,0.201246244004295,0.848137342357335,3135.32552350893,3162.54767827317,3138.25036789667,2873.80912407449,0.228213317581449,0.179851574499437,8.27908081120343,1,1
-5974.29067686866,9801.01124057579,9811.3833073001,9668.54699973948,4697.7412080727,17837.8912126005,17869.2566762888,14489.5347161091,-137.257859784792,4120.1861752474,4018.53790905758,4474.54809003094,42.0297211949084,274.081312473024,234.697538450499,499.042941502479,75.0078447045618,471.404415978321,398.94520275861,798.525779615594,146.78219655278,1057.86454811052,913.770383560367,2050.66869330913,-898.026207355791,1466.38087923583,1466.82668430922,1779.76990084727,-1437.97030810647,1866.07915884718,1869.39451095818,1545.64574813126,734.675971645674,1501.03096880703,1501.92922514929,1324.55187219698,86.2393255452857,114.521418727208,107.22082660405,170.404546846299,12.6030363097048,507.201958874434,455.143084320913,840.260176812675,100.005083618879,179.794408520096,163.014844292024,321.661623734806,129.193341869398,17848.8005808136,1261.27757414043,1427.39168171577,14969.9203938595,0.167229577680521,0.202951991335608,0.84817781124147,2364.03957945212,3443.95211589658,2500.6585994851,3038.12150328107,0.215597140119236,0.194877876537206,7.94398514722202,1,1
-2651.63537006729,10776.9816090141,10783.3077575102,10402.7428606607,7443.60716390444,19142.1466680017,19155.4934628889,15043.1902508802,-799.405622337441,4949.77780153476,4827.57370115167,5238.66919581836,71.90723818446,298.67824053774,257.593620870083,539.516119785201,66.6309964438159,500.25427465575,422.735921217897,876.748319024925,160.791555954337,1067.20634226829,922.306573119969,2022.78393556857,1387.27830632637,1514.94440027824,1516.85199585256,1858.31583734653,315.865726356626,1895.41011854365,1897.81881183848,1661.46255493454,-1498.14290515938,1379.41291734607,1381.03931432864,1257.84755833475,94.4728380837982,116.228695532957,110.472271669664,179.900872627071,23.1676322378407,549.179417470248,492.87877368309,855.104373256246,83.9431173931347,202.535811627671,179.862645745734,357.168773094845,131.370038412292,17585.816808923,1315.17557194501,1471.26836107322,14732.4425001874,0.153842099046423,0.195429090033686,0.843836725489975,2512.07058818567,3589.78874968462,2647.13078733076,2728.07468061035,0.297758716836265,0.199338627590138,7.4441596154081,1,1
2389.77483445199,10930.6015388085,10937.4466562062,10017.5748774553,-13631.7858473799,19837.3892091857,19849.481201359,16408.9427816901,-679.143492920081,5770.04854261657,5626.0493244118,6091.15230784783,41.837390303234,324.890908326452,278.287249715291,590.699638809796,78.8088649704617,507.431627481801,429.378098400695,915.565024523687,138.21569080049,1029.3765739895,888.894269985111,1989.21306394781,-1251.63281783378,1659.23475497062,1662.31770093504,1987.40132845111,3027.3551006923,2084.07525959435,2086.3678755494,1795.08524751993,598.182153283731,1491.74649586238,1493.39989086196,1317.0253252097,83.0404767390554,116.396530770798,107.995566364724,188.490508266997,7.71550734916742,535.301791822345,480.36713278773,792.288816430803,87.9331440596541,232.109043569045,204.706999169885,382.951989503563,131.58953722334,17785.7926772546,1304.77865868339,1465.14651300602,15085.8799246731,0.155658718697998,0.196367870768353,0.840990670481792,2603.07119851267,3806.26750340463,2755.55971223418,3700.76806003677,0.311206033929627,0.199166847487788,7.6225820275429,1,1
25297.0721745022,13698.0840571877,13716.3997676833,11625.1386906251,33790.2691092714,19321.8498874666,19367.5750553419,15970.6881051937,-1872.33854371962,6726.05410780876,6570.8528401932,6130.2480016826,53.3045853973708,343.023776557543,293.860789014464,587.090794427355,83.612321065985,516.408207840434,437.114145136746,919.402055652338,172.562915422348,1037.39127475786,897.351752964108,1971.6069366444,-1236.61532081905,1830.91653441743,1831.88626226659,2088.73159026014,-3872.26306595408,2113.07694383598,2118.41117554633,1776.9152790106,1810.67372328344,1689.94901614111,1691.41436500712,1406.08076132453,88.5062063143604,120.409907134017,112.244088014082,189.705296999392,-8.2980249215854,572.19846648343,513.436220401262,817.392181249789,102.520238748719,249.845037348201,221.248088989379,405.910271515024,133.180903603439,18007.0727298745,1217.60992809464,1391.90124188009,15209.4073463729,0.174107898507494,0.200941104126245,0.842145106001332,3834.96239099634,5865.12518870361,4097.9961289222,5690.64873899628,0.274253280742354,0.198876783113036,8.31519968997541,1,1
-2434.22914657447,15789.4730428029,15802.7652765167,13211.5489173436,10118.8813944301,19855.4150048188,19873.4237167048,16151.6863446303,-1308.719249812,8285.50416640178,8082.47050192167,6908.63757528669,75.6649810907991,349.008688210332,300.169563866252,595.335104248286,72.0456134068789,520.724245480926,440.150061795973,927.011047906917,196.910876097635,1021.89516231138,885.329343418755,1949.05001135051,2082.69858544858,1980.03930297452,1982.52943048366,2117.41294784474,695.806887332974,2289.76853999536,2292.52287686538,1856.70506689414,-2249.34764735486,1872.3885658319,1875.79266484558,1447.18052355983,97.2898838070123,119.301549138606,113.482702648194,191.304730557262,23.2803383769162,647.430836007793,581.076337536093,858.99357961612,73.0651334304074,265.475233790132,231.615129361944,417.671236544746,131.498079385403,18856.4467310623,1195.84968806448,1388.86081181425,15872.2991866952,0.189194920391681,0.2100149611931,0.849668165776439,2486.0164055551,2726.41859146317,2512.5999590286,2693.33272260932,0.227130320308716,0.179659152284417,8.46558832502077,1,1
-17051.7708449477,17655.8299581031,17669.1518751664,14715.4943760118,-30679.8187439881,19623.978178954,19652.856599158,16209.7417473592,501.308830207878,8907.09822834814,8683.45699193512,7779.83792533311,34.3347260901847,347.141312440392,296.631752292895,581.958453570815,83.6738896564001,560.42196027141,473.988275499284,963.07662167741,153.9807629096,1069.94075052117,924.349134820003,1956.83745077332,-1345.6151167784,1992.91466454791,1994.80933389187,2111.6404332645,4282.4428515057,2356.17343925414,2359.65947783986,1926.54436179084,1166.97864970709,1902.58520130608,1904.4872404768,1411.78372593342,82.1598938059528,113.674954943305,105.662358267433,184.662048377225,70.1747389764323,605.50139528233,544.250093487805,850.468923325155,64.5853400521483,265.464492404941,230.76548461289,395.314089862368,129.906713005305,18613.4887666978,1222.06560061426,1406.85344970894,15645.9844354704,0.186191209312607,0.208820467841403,0.858789770579741,3053.45517847509,4621.51779739031,3255.58199009395,4699.39249261762,0.312515451300195,0.196197206876656,7.90326308177725,1,1
24524.7822125793,19042.0969929367,19061.2500067825,16291.2424648116,42035.5150849288,19989.744140525,20044.2496960062,16313.8790713029,-3323.53623773896,10735.0842399776,10494.6155967963,9158.42580477149,48.140017527439,350.486255290068,299.85693340841,601.211993808169,75.875049401043,622.253814116099,525.482191061742,1101.36786941221,178.172747659769,1129.7998745207,976.685579398475,1968.54229793618,-508.863651333193,2138.98767143153,2139.17187359455,2225.17140413348,-7921.19090363228,2480.38694765306,2491.29321069012,2186.51436448695,1155.05902600091,2193.99888638311,2194.66222998751,1681.69465383642,91.9703549813707,118.405441286691,111.510404379456,193.014390691983,-43.8785018059084,626.719504822892,562.990160694113,924.817640929106,105.449885648297,261.966517297785,231.849632993481,406.320623359933,126.888604353393,19239.4109981075,1246.36592056376,1439.57452900114,15790.7663263713,0.184107254892102,0.215303468742202,0.85677294012376,2787.352642718,3153.10781532547,2828.37077180771,3199.47400753741,0.239623067499991,0.181092088373751,7.48030686414072,1,1
-22411.6138407255,17397.6695910265,17413.9174673773,14893.1725105129,-39791.7491681968,19251.9263674854,19300.1523855501,15976.1959727114,862.221968806529,9187.20344304036,8960.00243722608,8544.01844295372,58.7042462175878,351.852350125446,301.481671480322,613.982456475623,72.9462852571171,634.811929680866,535.848764270729,1132.77079266459,175.477467715851,1033.82169944397,894.245837159042,1794.42936525953,-128.31551470587,2284.15901644091,2283.93498148001,2361.26170218464,8110.73533139179,3007.40653592112,3017.2915677107,2590.16131516529,-474.827549129464,2117.41978132852,2117.59036436394,1696.33095008994,84.2045970849921,118.203151309815,109.561395283304,194.693815064304,66.8095478905561,684.339390012249,614.878086187959,950.579851423577,61.9975643145697,267.472332239445,232.37305301933,400.184758742574,137.205048472654,18815.6476634107,1245.96179389256,1431.46131507959,16276.3840674088,0.175251307807138,0.197222034190753,0.853455054988235,3045.8261618805,3668.99335283501,3117.77982797076,3193.04078085491,0.263930615517242,0.186230217473374,7.68597143270783,1,1
-1280.30038075103,21810.313645131,21825.5834894031,16977.4311212942,2101.01889839137,19432.173492299,19443.6743763601,15786.0869003082,-975.002791831443,10266.3182262569,10010.177953213,9103.48301443755,45.7652132245375,365.563757475799,312.588036429685,579.237869551091,84.0151323227387,640.747033215631,541.422343189552,1113.94107316528,132.198788584959,1056.22182355571,911.741596034935,1919.33041838981,-82.1300464437609,2444.95990012621,2445.26596606841,2548.97911262634,737.799419166637,3198.52022633006,3200.68342665116,2517.48360340727,171.491634868744,1986.15608401273,1986.66197168164,1551.46214648899,90.043636267891,121.625285164374,113.513796220541,189.2881200245,33.955819902937,800.892450888318,718.874064714237,1097.91253487512,79.8626247930407,268.548365913482,234.657149428626,382.805387457831,129.961587708067,19515.5691873316,1243.35610744953,1442.28956012299,16928.4146254963,0.189670059502261,0.211935220363527,0.858332669074705,2734.11293484732,2990.95135731735,2762.47755577167,2805.11024585616,0.162060196822076,0.186892941419699,8.1466448739713,1,1
44085.9425211112,23695.9241339046,23725.6100262012,17860.1314451501,52023.6511448985,18588.6749665245,18650.5845960216,15069.0100407132,-2283.60960915706,8018.91620968107,7832.52900390322,7873.96239405929,51.4377252682498,356.894135225996,305.414422507903,566.202534064636,97.8692554140466,610.430693920497,516.626076437805,1065.28690273785,148.430915906867,1108.53000291792,957.105355151813,1968.1109784143,1474.48028993744,2388.49851921815,2389.09442665148,2579.97088997814,-9042.80994011941,2869.23827593971,2879.15224913865,2449.20211590744,-1062.1372261679,2503.00383766064,2503.49765571675,2146.9282993553,96.0242541246252,125.58662677845,117.900724857746,186.236987140239,2.85624744819659,820.997559558811,736.628770481599,1263.98534404518,106.25597441566,235.667343288711,209.902825278003,361.182589835594,133.766233766234,19866.8364706738,1271.30377671687,1473.33059983429,16501.1514277948,0.175922275854845,0.205590900873154,0.861569524588249,2469.69767542102,3522.61902050559,2601.54147367607,3119.05568065163,0.26607955462056,0.184289966343847,8.13419367714146,1,1
